score,tier,title,company,location,salary,posted,source,url,reasons,warnings
70,🟡 GOOD FIT,"Lead, Quality Engineering",L3Harris Technologies,"Los Angeles, CA",,2026-08-06,LinkedIn,https://www.linkedin.com/jobs/view/lead-quality-engineering-at-l3harris-technologies-4450256036,Partial title match | Seniority: lead | Remote confirmed | Skill: quality engineering | Posted 0d ago ✓,Salary not listed
67,🟡 GOOD FIT,Cortes 23: Senior QA Engineer,,Remote,,"Thu, 11 Ju",We Work Remotely,https://weworkremotely.com/remote-jobs/cortes-23-senior-qa-engineer-2,"Partial title match | Seniority: senior | Remote confirmed | Skills: JavaScript, test automation, quality engineering",Salary not listed | Post date unknown
65,🟡 GOOD FIT,Senior Supplier Quality Engineer,Boston Scientific,"Spencer, IN",,2026-08-03,LinkedIn,https://www.linkedin.com/jobs/view/senior-supplier-quality-engineer-at-boston-scientific-4448155925,Partial title match | Seniority: senior | Remote confirmed | Posted 3d ago ✓,No specific skills mentioned in listing | Salary not listed
65,🟡 GOOD FIT,Senior Quality Assurance Engineer – Consumer Hardware,iFIT,"Logan, UT",,2026-08-05,LinkedIn,https://www.linkedin.com/jobs/view/senior-quality-assurance-engineer-%E2%80%93-consumer-hardware-at-ifit-4443187877,Partial title match | Seniority: senior | Remote confirmed | Posted 1d ago ✓,No specific skills mentioned in listing | Salary not listed
65,🟡 GOOD FIT,Senior Quality Assurance Engineer (Manufacturing),PLP,"Mayfield, OH",,2026-08-03,LinkedIn,https://www.linkedin.com/jobs/view/senior-quality-assurance-engineer-manufacturing-at-plp-4448220269,Partial title match | Seniority: senior | Remote confirmed | Posted 3d ago ✓,No specific skills mentioned in listing | Salary not listed
65,🟡 GOOD FIT,Senior Quality Assurance Engineer,Mitsubishi Chemical Group,"Morrisville, PA",,2026-08-04,LinkedIn,https://www.linkedin.com/jobs/view/senior-quality-assurance-engineer-at-mitsubishi-chemical-group-4448826106,Partial title match | Seniority: senior | Remote confirmed | Posted 2d ago ✓,No specific skills mentioned in listing | Salary not listed
65,🟡 GOOD FIT,Senior Quality Manufacturing Engineer,Cook Medical,Greater Bloomington Area,,2026-08-04,LinkedIn,https://www.linkedin.com/jobs/view/senior-quality-manufacturing-engineer-at-cook-medical-4430104449,Partial title match | Seniority: senior | Remote confirmed | Posted 2d ago ✓,No specific skills mentioned in listing | Salary not listed
65,🟡 GOOD FIT,Senior Quality Assurance Engineer,Moog Inc.,"Phoenix, AZ",,2026-08-05,LinkedIn,https://www.linkedin.com/jobs/view/senior-quality-assurance-engineer-at-moog-inc-4440898105,Partial title match | Seniority: senior | Remote confirmed | Posted 1d ago ✓,No specific skills mentioned in listing | Salary not listed
65,🟡 GOOD FIT,Senior Quality Assurance Engineer,HP,"San Francisco, CA",,2026-08-04,LinkedIn,https://www.linkedin.com/jobs/view/senior-quality-assurance-engineer-at-hp-4449090039,Partial title match | Seniority: senior | Remote confirmed | Posted 2d ago ✓,No specific skills mentioned in listing | Salary not listed
65,🟡 GOOD FIT,Lead Engineer Automation Quality,Empower,"Greenwood Village, CO",,2026-08-06,LinkedIn,https://www.linkedin.com/jobs/view/lead-engineer-automation-quality-at-empower-4429522490,Partial title match | Seniority: lead | Remote confirmed | Posted 0d ago ✓,No specific skills mentioned in listing | Salary not listed
65,🟡 GOOD FIT,Senior QA Engineer,IMR Soft LLC,"New York, NY",,2026-08-04,LinkedIn,https://www.linkedin.com/jobs/view/senior-qa-engineer-at-imr-soft-llc-4449628066,Partial title match | Seniority: senior | Remote confirmed | Posted 2d ago ✓,No specific skills mentioned in listing | Salary not listed
65,🟡 GOOD FIT,Lead QA Automation Engineer,BrickRed Systems,"Frisco, TX",,2026-08-04,LinkedIn,https://www.linkedin.com/jobs/view/lead-qa-automation-engineer-at-brickred-systems-4449021939,Partial title match | Seniority: lead | Remote confirmed | Posted 2d ago ✓,No specific skills mentioned in listing | Salary not listed
65,🟡 GOOD FIT,Senior QA Engineer,Selby Jennings,"Wilmington, NC",,2026-08-06,LinkedIn,https://www.linkedin.com/jobs/view/senior-qa-engineer-at-selby-jennings-4450257802,Partial title match | Seniority: senior | Remote confirmed | Posted 0d ago ✓,No specific skills mentioned in listing | Salary not listed
65,🟡 GOOD FIT,Lead Test Engineer (Testing Enablement),The Amatriot Group,"Dallas, TX",,2026-08-06,LinkedIn,https://www.linkedin.com/jobs/view/lead-test-engineer-testing-enablement-at-the-amatriot-group-4413830516,Partial title match | Seniority: lead | Remote confirmed | Posted 0d ago ✓,No specific skills mentioned in listing | Salary not listed
65,🟡 GOOD FIT,Lead QA Engineer,Gartner,"Irving, TX",,2026-08-03,LinkedIn,https://www.linkedin.com/jobs/view/lead-qa-engineer-at-gartner-4402194504,Partial title match | Seniority: lead | Remote confirmed | Posted 3d ago ✓,No specific skills mentioned in listing | Salary not listed
65,🟡 GOOD FIT,Senior Quality Assurance Engineer,IMR Soft LLC,"New York, NY",,2026-08-04,LinkedIn,https://www.linkedin.com/jobs/view/senior-quality-assurance-engineer-at-imr-soft-llc-4448505855,Partial title match | Seniority: senior | Remote confirmed | Posted 2d ago ✓,No specific skills mentioned in listing | Salary not listed
65,🟡 GOOD FIT,Lead Automation Test Engineer,Cognizant,Greater Phoenix Area,,2026-08-03,LinkedIn,https://www.linkedin.com/jobs/view/lead-automation-test-engineer-at-cognizant-4448250074,Partial title match | Seniority: lead | Remote confirmed | Posted 3d ago ✓,No specific skills mentioned in listing | Salary not listed
65,🟡 GOOD FIT,Senior Quality Software Engineer,NODA AI,"Austin, TX",,2026-08-05,LinkedIn,https://www.linkedin.com/jobs/view/senior-quality-software-engineer-at-noda-ai-4448082460,Partial title match | Seniority: senior | Remote confirmed | Posted 1d ago ✓,No specific skills mentioned in listing | Salary not listed
65,🟡 GOOD FIT,Senior Quality Assurance Engineer,Hallmark Global Solutions Ltd,"Plano, TX",,2026-08-06,LinkedIn,https://www.linkedin.com/jobs/view/senior-quality-assurance-engineer-at-hallmark-global-solutions-ltd-4449775912,Partial title match | Seniority: senior | Remote confirmed | Posted 0d ago ✓,No specific skills mentioned in listing | Salary not listed
65,🟡 GOOD FIT,Lead QA Engineer,Gartner,"Stamford, CT",,2026-08-03,LinkedIn,https://www.linkedin.com/jobs/view/lead-qa-engineer-at-gartner-4402305061,Partial title match | Seniority: lead | Remote confirmed | Posted 3d ago ✓,No specific skills mentioned in listing | Salary not listed
65,🟡 GOOD FIT,Lead Quality Assurance Engineer,GlobalLogic,"Lake Forest, CA",,2026-08-06,LinkedIn,https://www.linkedin.com/jobs/view/lead-quality-assurance-engineer-at-globallogic-4447443079,Partial title match | Seniority: lead | Remote confirmed | Posted 0d ago ✓,No specific skills mentioned in listing | Salary not listed
65,🟡 GOOD FIT,Senior Software Quality Assurance Engineer,ASML,"San Jose, CA",,2026-08-04,LinkedIn,https://www.linkedin.com/jobs/view/senior-software-quality-assurance-engineer-at-asml-4440514077,Partial title match | Seniority: senior | Remote confirmed | Posted 2d ago ✓,No specific skills mentioned in listing | Salary not listed
65,🟡 GOOD FIT,Quality Assurance Automation Lead,Conjoint Inc,"Fort Mill, SC",,2026-08-06,LinkedIn,https://www.linkedin.com/jobs/view/quality-assurance-automation-lead-at-conjoint-inc-4449764326,Partial title match | Seniority: lead | Remote confirmed | Posted 0d ago ✓,No specific skills mentioned in listing | Salary not listed
65,🟡 GOOD FIT,Lead Supplier Quality & Development Engineer,GE HealthCare,"West Milwaukee, WI",,2026-08-05,LinkedIn,https://www.linkedin.com/jobs/view/lead-supplier-quality-development-engineer-at-ge-healthcare-4449420742,Partial title match | Seniority: lead | Remote confirmed | Posted 1d ago ✓,No specific skills mentioned in listing | Salary not listed
65,🟡 GOOD FIT,Lead Supplier Quality & Development Engineer,GE HealthCare,"Waukesha, WI",,2026-08-05,LinkedIn,https://www.linkedin.com/jobs/view/lead-supplier-quality-development-engineer-at-ge-healthcare-4449424588,Partial title match | Seniority: lead | Remote confirmed | Posted 1d ago ✓,No specific skills mentioned in listing | Salary not listed
65,🟡 GOOD FIT,Lead Quality Engineer,Jabil,"St. Petersburg, FL",,2026-08-03,LinkedIn,https://www.linkedin.com/jobs/view/lead-quality-engineer-at-jabil-4446913800,Partial title match | Seniority: lead | Remote confirmed | Posted 3d ago ✓,No specific skills mentioned in listing | Salary not listed
65,🟡 GOOD FIT,"Senior Manager, NPI Quality Engineering – Server & Rack Solutions",AMD,"Secaucus, NJ",,2026-08-02,LinkedIn,https://www.linkedin.com/jobs/view/senior-manager-npi-quality-engineering-%E2%80%93-server-rack-solutions-at-amd-4412184425,Partial title match | Seniority: senior | Remote confirmed | Skill: quality engineering | Posted 4d ago,Salary not listed
65,🟡 GOOD FIT,Quality and Plant Engineering Leader,Owens Corning,"Atlanta, GA",,2026-08-06,LinkedIn,https://www.linkedin.com/jobs/view/quality-and-plant-engineering-leader-at-owens-corning-4432890427,Partial title match | Seniority: lead | Remote confirmed | Posted 0d ago ✓,No specific skills mentioned in listing | Salary not listed
65,🟡 GOOD FIT,"Manager, Quality Validation Engineering",Mammoth Brands,"New York, NY",,2026-08-03,LinkedIn,https://www.linkedin.com/jobs/view/manager-quality-validation-engineering-at-mammoth-brands-4448243764,Partial title match | Seniority: manager | Remote confirmed | Posted 3d ago ✓,No specific skills mentioned in listing | Salary not listed
65,🟡 GOOD FIT,"Manager, Quality Validation Engineering",Flamingo,"New York, NY",,2026-08-03,LinkedIn,https://www.linkedin.com/jobs/view/manager-quality-validation-engineering-at-flamingo-4446259255,Partial title match | Seniority: manager | Remote confirmed | Posted 3d ago ✓,No specific skills mentioned in listing | Salary not listed
65,🟡 GOOD FIT,"Senior Group Leader, Manufacturing Quality Engineering",Slate Auto,"Warsaw, IN",,2026-08-01,LinkedIn,https://www.linkedin.com/jobs/view/senior-group-leader-manufacturing-quality-engineering-at-slate-auto-4411830611,Partial title match | Seniority: senior | Remote confirmed | Skill: quality engineering | Posted 5d ago,Salary not listed
65,🟡 GOOD FIT,"Manager, Quality Validation Engineering",Harry's,"New York, NY",,2026-08-03,LinkedIn,https://www.linkedin.com/jobs/view/manager-quality-validation-engineering-at-harry-s-4448237461,Partial title match | Seniority: manager | Remote confirmed | Posted 3d ago ✓,No specific skills mentioned in listing | Salary not listed
65,🟡 GOOD FIT,"Manager, Quality Validation Engineering",Lume Deodorant,"New York, NY",,2026-08-03,LinkedIn,https://www.linkedin.com/jobs/view/manager-quality-validation-engineering-at-lume-deodorant-4448625241,Partial title match | Seniority: manager | Remote confirmed | Posted 3d ago ✓,No specific skills mentioned in listing | Salary not listed
65,🟡 GOOD FIT,"Senior Manager, Quality Engineering",AbbVie,"Branchburg, NJ",,2026-07-31,LinkedIn,https://www.linkedin.com/jobs/view/senior-manager-quality-engineering-at-abbvie-4437904770,Partial title match | Seniority: senior | Remote confirmed | Skill: quality engineering | Posted 6d ago,Salary not listed
65,🟡 GOOD FIT,Site Manufacturing/Quality Leader,Cummins Inc.,"Manning, SC",,2026-08-06,LinkedIn,https://www.linkedin.com/jobs/view/site-manufacturing-quality-leader-at-cummins-inc-4403653830,Partial title match | Seniority: lead | Remote confirmed | Posted 0d ago ✓,No specific skills mentioned in listing | Salary not listed
65,🟡 GOOD FIT,Quality Engineering Technical Leader,Cisco,"San Jose, CA",,2026-08-01,LinkedIn,https://www.linkedin.com/jobs/view/quality-engineering-technical-leader-at-cisco-4439369223,Partial title match | Seniority: lead | Remote confirmed | Skill: quality engineering | Posted 5d ago,Salary not listed
65,🟡 GOOD FIT,Quality Product Testing Manager,Vertiv,"Westerville, OH",,2026-08-03,LinkedIn,https://www.linkedin.com/jobs/view/quality-product-testing-manager-at-vertiv-4448138277,Partial title match | Seniority: manager | Remote confirmed | Posted 3d ago ✓,No specific skills mentioned in listing | Salary not listed
65,🟡 GOOD FIT,Quality Team Lead-Operations,INNIO Group,"Waukesha, WI",,2026-08-04,LinkedIn,https://www.linkedin.com/jobs/view/quality-team-lead-operations-at-innio-group-4439497092,Partial title match | Seniority: lead | Remote confirmed | Posted 2d ago ✓,No specific skills mentioned in listing | Salary not listed
65,🟡 GOOD FIT,Quality & Reliability Manager,Jereh North America Group,"Houston, TX",,2026-08-03,LinkedIn,https://www.linkedin.com/jobs/view/quality-reliability-manager-at-jereh-north-america-group-4447901152,Partial title match | Seniority: manager | Remote confirmed | Posted 3d ago ✓,No specific skills mentioned in listing | Salary not listed
65,🟡 GOOD FIT,Lead Automation Test Engineer,Cognizant,Greater Phoenix Area,,2026-08-03,LinkedIn,https://www.linkedin.com/jobs/view/lead-automation-test-engineer-at-cognizant-4448244378,Partial title match | Seniority: lead | Remote confirmed | Posted 3d ago ✓,No specific skills mentioned in listing | Salary not listed
65,🟡 GOOD FIT,Senior Test Automation Engineer,CGI,"Salt Lake City, UT",,2026-07-31,LinkedIn,https://www.linkedin.com/jobs/view/senior-test-automation-engineer-at-cgi-4430734501,Partial title match | Seniority: senior | Remote confirmed | Skill: test automation | Posted 6d ago,Salary not listed
65,🟡 GOOD FIT,Senior Quality Assurance Engineer,Crisil,"Charlotte, NC",,2026-08-06,LinkedIn,https://www.linkedin.com/jobs/view/senior-quality-assurance-engineer-at-crisil-4450274792,Partial title match | Seniority: senior | Remote confirmed | Posted 0d ago ✓,No specific skills mentioned in listing | Salary not listed
65,🟡 GOOD FIT,Senior Software Quality Engineer,"Ryder System, Inc.","Austin, TX",,2026-08-04,LinkedIn,https://www.linkedin.com/jobs/view/senior-software-quality-engineer-at-ryder-system-inc-4448570748,Partial title match | Seniority: senior | Remote confirmed | Posted 2d ago ✓,No specific skills mentioned in listing | Salary not listed
65,🟡 GOOD FIT,Senior QA Engineer I,Flywire,"Chicago, IL",,2026-08-06,LinkedIn,https://www.linkedin.com/jobs/view/senior-qa-engineer-i-at-flywire-4450275517,Partial title match | Seniority: senior | Remote confirmed | Posted 0d ago ✓,No specific skills mentioned in listing | Salary not listed
65,🟡 GOOD FIT,Senior Test Engineer,Leidos,"St Louis, MO",,2026-08-05,LinkedIn,https://www.linkedin.com/jobs/view/senior-test-engineer-at-leidos-4449419396,Partial title match | Seniority: senior | Remote confirmed | Posted 1d ago ✓,No specific skills mentioned in listing | Salary not listed
65,🟡 GOOD FIT,Lead Software Quality Assurance Analyst,Labcorp,"Durham, NC",,2026-08-05,LinkedIn,https://www.linkedin.com/jobs/view/lead-software-quality-assurance-analyst-at-labcorp-4449637587,Partial title match | Seniority: lead | Remote confirmed | Posted 1d ago ✓,No specific skills mentioned in listing | Salary not listed
